Artist,Caption,Copyright,ImageURL,Photograph Number,Photo Credit,Date,Year,Photo Source,Provenance,Source Record ID,Detected Objects,URL,Born,Died,Camp,Ghetto,Location,Database,Material,Technique,Title,latitude,longitude
Jacob J. Barosin,"Painting depicting a street in Lunel, France, where Jacob Barosin lived after his release from labor service for the French military in late May 1941 to November 1942. In June 1933, Jacob and Sonia Barosin (previously Judey) immigrated illegally to Paris, France, in order to escape the anti-Jewish laws passed following the appointment of Adolf Hitler as chancellor of Germany in January. Jacob voluntarily enlisted in the French military following the 1939 German invasion of Poland. In May1940, Germany invaded France, Jacob and Sonia were arrested as enemy aliens, and Sonia was transported to Gurs internment camp. On June 2, Jacob was transported to Langlade, to serve as a prestataire. Sonia was released from Gurs and traveled to Nice. On May 15, 1941, Jacob was released and moved to Lunel, where Sonia joined him in April 1942. In mid-October, Jacob was sent to Agde internment camp. A friend of his father worked in the camp office and arranged for him to return to Lunel. German forces occupied Lunel in November, so Jacob and Sonia fled to Florac. On February 17, 1943, Jacob was arrested and transported to Gurs, and then sent to a labor camp in Gignac on March 21. Jacob returned to Florac on April 17, and teacher Simone Serriere hid Jacob and Sonia in her schoolhouse in Montmejean. After they were discovered by townspeople, Sonia’s cousins, Boris and Paulette, brought them forged identity papers, and they all returned to Paris in September. Jacob and Sonia were given refuge by Paulette’s mother, until Paris was liberated in late August 1944. The majority of Jacob’s family survived, though his Latvian relatives and his sister, Sina Ida, were murdered during the Holocaust.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Peter Garik and Katherine Greenblatt
Legal Status: Permanent Collection
Provenance: Peter Garik and Katherine Greenblatt
Contributor: Artist:
    Jacob J. Barosin
        Subject:
    Jacob J. Barosin",https://www.ushmm.org/media/emu/get?irn=44926&mm_irn=28316&file=primary,irn44926,Unknown,"depicts 
            1941 May-1942 November",1942,Unknown,Peter Garik and Katherine Greenblatt,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn44926,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Watercolor,Lunel-France,Unknown,Unknown
Jacob J. Barosin,"Drawing depicting Jacob Barosin’s experiences while interned or living in hiding in southern France from June 1940 to August 1943. In June 1933, Jacob and Sonia Barosin (previously Judey) immigrated illegally to Paris, France, in order to escape the anti-Jewish laws passed following the appointment of Adolf Hitler as chancellor of Germany in January. Jacob voluntarily enlisted in the French military following the 1939 German invasion of Poland. In May1940, Germany invaded France, Jacob and Sonia were arrested as enemy aliens, and Sonia was transported to Gurs internment camp. On June 2, Jacob was transported to Langlade, to serve as a prestataire. Sonia was released from Gurs and traveled to Nice. On May 15, 1941, Jacob was released and moved to Lunel, where Sonia joined him in April 1942. In mid-October, Jacob was sent to Agde internment camp. A friend of his father worked in the camp office and arranged for him to return to Lunel. German forces occupied Lunel in November, so Jacob and Sonia fled to Florac. On February 17, 1943, Jacob was arrested and transported to Gurs, and then sent to a labor camp in Gignac on March 21. Jacob returned to Florac on April 17, and teacher Simone Serriere hid Jacob and Sonia in her schoolhouse in Montmejean. After they were discovered by townspeople, Sonia’s cousins, Boris and Paulette, brought them forged identity papers, and they all returned to Paris in September. Jacob and Sonia were given refuge by Paulette’s mother, until Paris was liberated in late August 1944. The majority of Jacob’s family survived, though his Latvian relatives and his sister, Sina Ida, were murdered during the Holocaust.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Peter Garik and Katherine Greenblatt
Legal Status: Permanent Collection
Provenance: Peter Garik and Katherine Greenblatt
Contributor: Artist:
    Jacob J. Barosin
        Subject:
    Jacob J. Barosin",https://www.ushmm.org/media/emu/get?irn=601560&mm_irn=28313&file=primary,irn601560,Unknown,"depicts 
            1940 June-1943 September",1943,Unknown,Peter Garik and Katherine Greenblatt,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn601560,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Unknown,Unknown,Unknown
William Sharp,Unknown,"Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Harold Shachner
Legal Status: Permanent Collection
Provenance: Harold Shachner
Contributor: Artist:
    William Sharp",https://www.ushmm.org/media/emu/get?irn=9603&mm_irn=48909&file=primary,irn9603,Unknown,"created 
            approximately 1930-1945","1930, 1931, 1932, 1933, 1934, 1935, 1936, 1937, 1938, 1939, 1940, 1941, 1942, 1943, 1944, 1945",Unknown,Harold Shachner,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn9603,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Unknown,Unknown,Unknown
William Sharp,"Created by William Sharp, circa 1930-1945.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Mrs. William Sharp
Legal Status: Permanent Collection
Provenance: Ruth Sharp
Contributor: Artist:
    William Sharp",https://www.ushmm.org/media/emu/get?irn=9627&mm_irn=47724&file=primary,irn9627,Unknown,"created 
            1930-1945","1930, 1931, 1932, 1933, 1934, 1935, 1936, 1937, 1938, 1939, 1940, 1941, 1942, 1943, 1944, 1945",Unknown,Ruth Sharp,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn9627,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Unknown,Unknown,Unknown
Lili Andrieux,"Drawing by Lili Andrieux, a German Jewish internee. Lili created over 100 detailed drawings of people and daily life in the internment camps where she was held from May 1940 - September 1942 in France. Alençon was a collection center for transport to Camp de Gurs in Vichy France. After surrendering to Nazi Germany in June 1940, France was divided into two zones: a German military occupation zone and Free France under the Vichy regime. Gurs, built in spring 1939 to hold refugees from Spain, became an internment center for Jewish refugees. Lili, originally from Berlin, moved to Paris in 1938. She was taken to Alençon in May 1940 and reached Gurs on June 4. From March 1941-September 1942, she was held in the Hotel Terminus in Marseilles waiting for a visa. She was then sent to Les Milles internment camp where she became ill with typhus. When she recovered, she escaped and, with the help of the resistance, lived in hiding until fall 1944, when the war ended in France. Lili was a translator for the US Army and US Graves Registration Command until immigrating to America in September 1946.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection
Legal Status: Permanent Collection
Provenance: Unknown
Contributor: Artist:
    Lili Andrieux
        Subject:
    Lili Andrieux",https://www.ushmm.org/media/emu/get?irn=152&mm_irn=48214&file=primary,irn152,Unknown,1941,1941,Unknown,Lili Andrieux,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn152,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Carlota Reifen (Markus),Unknown,Unknown
David Friedman,"Tempera painting, mat, and frame created by David Friedmann (from 1960, Friedman) in 1946 of the water pump in the Łódź Ghetto where he did the family's washing in summer and winter. Friedmann was incarcerated in the Ghetto from October 1941 until his deportation to Auschwitz-Birkenau concentration camp in late August 1944. It depicts two men in heavy clothing with Stars of David pumping water in a snow covered yard. David Friedmann was a successful painter and graphic artist who lived in Berlin from 1911-1938. He was renowned for his portraits drawn from life and became a leading press artist of the 1920’s. In 1933, his prewar career abruptly ended with the establishment of the Nazi dictatorship. In December 1938, he escaped to Prague with his wife, Mathilde, and infant daughter, Mirjam Helene. In October 1941, they were deported to the Jewish Ghetto in Łódź, Poland. In late August 1944, the family was separated and sent to Auschwitz death camp, where his wife and child were murdered. He was sent to the subcamp Gleiwitz I, because musicians were sought for a camp orchestra, but Friedmann’s life was saved because of his painting and quick-sketching portrait abilities. The camp was evacuated due to approaching Soviet forces. The inmates were forced on a death march to Blechhammer, where Friedmann was liberated by the Red Army in January 1945. He journeyed to Poland and stayed in Krakow until the war ended in early May 1945. He then returned to Prague and painted the scenes that haunted his memory to show the world and give voice to those who could not be heard. In January 1946, he had his first exhibition of his Holocaust artwork. Friedmann and his second wife, Hildegard, a fellow concentration camp survivor, fled the Stalinist Communists for Israel in 1949. They had a daughter also named Miriam, and the family moved to the United States in 1954.","Conditions on Use: Copyright, trademark, and all literary rights are retained by the heir of David Friedman, Miriam Friedman Morris.
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Hildegard Friedman
Legal Status: Permanent Collection
Provenance: Hildegard Taussig Friedman
Contributor: Artist:
    David Friedman
        Subject:
    David Friedman
        Subject:
    Hildegard Friedman",https://www.ushmm.org/media/emu/get?irn=516141&mm_irn=19967&file=primary,irn516141,Unknown,"created 
            1946
            
                    depicts 
            1941 October-1944 March",1946,Unknown,Hildegard Taussig Friedman,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn516141,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Painted,Pumping Water in Łódźer Ghetto,Unknown,Unknown
Jacob J. Barosin,"Drawing depicting Jacob Barosin’s experiences while interned or living in hiding in southern France from June 1940 to August 1943. In June 1933, Jacob and Sonia Barosin (previously Judey) immigrated illegally to Paris, France, in order to escape the anti-Jewish laws passed following the appointment of Adolf Hitler as chancellor of Germany in January. Jacob voluntarily enlisted in the French military following the 1939 German invasion of Poland. In May1940, Germany invaded France, Jacob and Sonia were arrested as enemy aliens, and Sonia was transported to Gurs internment camp. On June 2, Jacob was transported to Langlade, to serve as a prestataire. Sonia was released from Gurs and traveled to Nice. On May 15, 1941, Jacob was released and moved to Lunel, where Sonia joined him in April 1942. In mid-October, Jacob was sent to Agde internment camp. A friend of his father worked in the camp office and arranged for him to return to Lunel. German forces occupied Lunel in November, so Jacob and Sonia fled to Florac. On February 17, 1943, Jacob was arrested and transported to Gurs, and then sent to a labor camp in Gignac on March 21. Jacob returned to Florac on April 17, and teacher Simone Serriere hid Jacob and Sonia in her schoolhouse in Montmejean. After they were discovered by townspeople, Sonia’s cousins, Boris and Paulette, brought them forged identity papers, and they all returned to Paris in September. Jacob and Sonia were given refuge by Paulette’s mother, until Paris was liberated in late August 1944. The majority of Jacob’s family survived, though his Latvian relatives and his sister, Sina Ida, were murdered during the Holocaust.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Peter Garik and Katherine Greenblatt
Legal Status: Permanent Collection
Provenance: Peter Garik and Katherine Greenblatt
Contributor: Artist:
    Jacob J. Barosin
        Subject:
    Jacob J. Barosin",https://www.ushmm.org/media/emu/get?irn=50749&mm_irn=29786&file=primary,irn50749,Unknown,"depicts 
            1940 June-1943 September",1943,Unknown,Peter Garik and Katherine Greenblatt,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn50749,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Unknown,Drawn,Unknown,Unknown,Unknown
Albert E. Carter,"Political cartoon depicting Argentinian President Agustín Justo (1932-1938), created by American journalist Albert E. Carter while he was the Sunday editor and foreign affairs columnist for the Chattanooga Times Free Press in Tennessee, from 1936-1943. He often punctuated his articles with cartoons depicting global news and international leaders. Albert, a college senior, was working as a reporter for the Chattanooga Times when Adolf Hitler was appointed Chancellor of Germany in January 1933. During the mid-1930s, Germany followed a revisionist policy aimed at overcoming the restrictions imposed by the Treaty of Versailles (1919). These policy changes prompted foreign scholars, government officials, and reporters, like Albert, to make their way to Germany to document events. For much of 1934, Albert traveled around Germany by bike while recording his experiences. In 1936, Albert became the Sunday editor and foreign affairs columnist for the paper. Germany, Italy, the Soviet Union, and Japan frequently made international headlines in the second half of the 1930s, and all had leaders represented in Albert’s cartoons. Spurred by a growing interest in South America’s relationship to the US and events in Europe that led up to the war, Albert visited all the nations of South America as a reporter and researcher from 1940 into 1941. Albert returned to the US early in 1941, where he published “The Battle for South America” later that year. In 1943, Albert became a Foreign Service Officer serving in Central and South America for the U.S. State Department. In 1946, Albert married Dorothy Sharp Carter, an American school teacher, in Costa Rica. Dorothy and their four children accompanied Albert while he was posted at embassies throughout his career, including Uruguay, Panama, Paraguay, and Germany.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Sally Carter
Legal Status: Permanent Collection
Provenance: Sally Carter
Contributor: Artist:
    Albert E. Carter
        Subject:
    Albert E. Carter",https://www.ushmm.org/media/emu/get?irn=621674&mm_irn=43285&file=primary,irn621674,Unknown,"created 
            1936-1943","1936, 1937, 1938, 1939, 1940, 1941, 1942, 1943",Unknown,Sally Carter,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn621674,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Augustin (sic) Justo,Unknown,Unknown
Arthur Szyk,"Drawing of satirical subject matter relating to World War II created in the United States. Unfinished ink on graphite, image of Hitler (complete) with five-pointed communist star embedded in his rear end, blood dripping out; in unfinished sketch to left of Hitler is torso of man with raised knife in right hand, a second sketched man bent over with rear end in full view. On graph paper. Signed ""Arthur Szyk/N.Y. 41."" in ink, lower right quadrant. Random notations, doodles, markings, telephone number overall, in graphite on verso.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Joseph and Alexandra Braciejowski
Legal Status: Permanent Collection
Provenance: Alexandra and Joseph Braciejowski
Contributor: Artist:
    Arthur Szyk",https://www.ushmm.org/media/emu/get?irn=520310&mm_irn=59558&file=primary,irn520310,Unknown,"created 
            1941",1941,Unknown,Alexandra and Joseph Braciejowski,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn520310,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Hitler with five-pointed communist star embedded in his rear end,Unknown,Unknown
Ava K. Schieber,"Pencil drawing of her paternal grandmother, Hermina Hirschel, drawn by Ava Hegedish at the farm where she lived in hiding from spring 1941 to October 1944 near Belgrade, Yugoslavia (now Serbia.) Ava also did an oil painting of her, 2007.521.4. In April 1941, Nazi Germany and its Axis partners partitioned Yugoslavia. Belgrade was under German control. Ava's father Leo decided the family's best chance of survival was to separate and go into hiding. He returned to Novy Sad; her mother and her sister Susanna remained in Belgrade. Susanna's Greek Orthodox husband had Serbian relatives with a farm near Belgrade and they agreed to take in Ava, then 15. She did farm labor and lived in this shed. To avoid suspicion and because she did not speak the local Serbian dialect, Ava pretended to be deaf and mute. She sometimes got scraps of paper and made drawings to hold onto her sense of self and her memories of her family. The region was liberated in October 1944. Ava searched for family in Belgrade. She learned that her sister was killed and her father murdered in Auschwitz. She was reunited with her mother and they settled in Belgrade where Ava attended art school.","Conditions on Use: Restrictions on use. Copyright status unknown.
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Ava Kadishson Schieber
Legal Status: Permanent Collection
Provenance: Ava Kadishson Schieber
Contributor: Artist:
    Ava K. Schieber
        Subject:
    Ava K. Schieber
        Subject:
    Hermina Hirschel",https://www.ushmm.org/media/emu/get?irn=33649&mm_irn=29937&file=primary,irn33649,Unknown,"created 
            approximately 1941-approximately 1944","1941, 1942, 1943, 1944",Unknown,Ava Kadishson Schieber,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn33649,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Grandmother,Unknown,Unknown
David Friedman,"Charcoal drawing created by David Friedman (before 1960, Friedmann) in 1963, depicting a scene in the Łódź Ghetto, where he was incarcerated from October 1941 until his deportation to Auschwitz-Birkenau concentration camp in late August 1944. It depicts people with Star of David badges begging on the street. Artist's caption: ""Despairing and hungry people on streets in Łódźer Ghetto was one of the frequent sights to be seen. Official statistics: From 110,798 inmates between 1940-1944, 43, 441 perished. In May 1941, 20,000 Jews were officially registered for TB. But there were many other diseases too.""David Friedmann was a successful painter and graphic artist who lived in Berlin from 1911-1938. He was renowned for his portraits drawn from life and became a leading press artist of the 1920’s. In 1933, his prewar career abruptly ended with the establishment of the Nazi dictatorship. In December 1938, he escaped to Prague with his wife, Mathilde, and infant daughter, Mirjam Helene. In October 1941, they were deported to the Jewish Ghetto in Łódź, Poland. In late August 1944, the family was separated and sent to Auschwitz death camp, where his wife and child were murdered. He was sent to the subcamp Gleiwitz I, because musicians were sought for a camp orchestra, but Friedmann’s life was saved because of his painting and quick-sketching portrait abilities. The camp was evacuated due to approaching Soviet forces. The inmates were forced on a death march to Blechhammer, where Friedmann was liberated by the Red Army in January 1945. He journeyed to Poland and stayed in Krakow until the war ended in early May 1945. He then returned to Prague and painted the scenes that haunted his memory to show the world and give voice to those who could not be heard. In January 1946, he had his first exhibition of his Holocaust artwork. Friedmann and his second wife, Hildegard, a fellow concentration camp survivor, fled the Stalinist Communists for Israel in 1949. They had a daughter also named Miriam, and the family moved to the United States in 1954.","Conditions on Use: Copyright, trademark, and all literary rights are retained by the heir of David Friedman, Miriam Friedman Morris.
Conditions on Access: There are no known restrictions on access to this material.
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Miriam Friedman Morris
Legal Status: Permanent Collection
Provenance: Miriam Friedman Morris
Contributor: Artist:
    David Friedman
        Subject:
    David Friedman",https://www.ushmm.org/media/emu/get?irn=516134&mm_irn=20079&file=primary,irn516134,Unknown,"created 
            1963 December
            
                    depicts 
            1941 October-1944 August",1963,Unknown,Miriam Friedman Morris,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn516134,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Hunger in Lodzer Ghetto,Unknown,Unknown
Arie Singer,"Watercolor sketch by by Arie Singer illustrating a scene dated September 8, 1941, with a soldier leading a group of men, women, and children, dressed mostly in purple with yellow Star of David badges back to the ghetto from prison. They march along a brick street past people standing at tables. It is from a series created from 1985-2000 based upon memories and events from his youth in Vilna and the Glembokie ghetto in Poland and with the partisans in the forests northeast of Vilna, Poland(Vilnius, Lithuania), and in Belarus from 1943-1944. After the Soviet occupation of Vilna in late 1939, nine year old Arie and his family fled to Glembokie (Hlybokaye, Belarus). When Germany invaded Russia in June 1941, the area was assaulted by German mobile killing units, who with the help of the local populace, murdered thousands of Jews. Arie and his mother were forced into the Jewish ghetto. His father, Zvi, age 38, was killed in the massacres at Ponary in 1941. As the pogroms continued into the spring of 1943,  Arie and his mother, Chaya, age 35, escaped the ghetto, which was being destroyed by the Germans. They went into hiding in the Nievier Forest near Vilna, where they engaged in partisan activities. The area was liberated by the Red Army in July 1944. After some years in a displaced persons camps, Arie and Chaya emigrated to Israel in the late 1940s. Colonel Singer began creating this series of paintings about his Holocaust experiences in the mid 1980s as rehabilitation following a stroke in 1975.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Arie Singer
Legal Status: Permanent Collection
Provenance: Arie Singer
Contributor: Subject:
    Arie Singer
        Artist:
    Arie Singer",https://www.ushmm.org/media/emu/get?irn=523783&mm_irn=25619&file=primary,irn523783,Unknown,"created 
            1985-2000
            
                    depicts 
            1941 September 08","1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000",Unknown,Arie Singer,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn523783,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Watercolor,Passing the Vilna Marketplace,Unknown,Unknown
Jacob J. Barosin,"Drawing depicting Jacob Barosin’s experiences while interned or living in hiding in southern France from June 1940 to August 1943. In June 1933, Jacob and Sonia Barosin (previously Judey) immigrated illegally to Paris, France, in order to escape the anti-Jewish laws passed following the appointment of Adolf Hitler as chancellor of Germany in January. Jacob voluntarily enlisted in the French military following the 1939 German invasion of Poland. In May1940, Germany invaded France, Jacob and Sonia were arrested as enemy aliens, and Sonia was transported to Gurs internment camp. On June 2, Jacob was transported to Langlade, to serve as a prestataire. Sonia was released from Gurs and traveled to Nice. On May 15, 1941, Jacob was released and moved to Lunel, where Sonia joined him in April 1942. In mid-October, Jacob was sent to Agde internment camp. A friend of his father worked in the camp office and arranged for him to return to Lunel. German forces occupied Lunel in November, so Jacob and Sonia fled to Florac. On February 17, 1943, Jacob was arrested and transported to Gurs, and then sent to a labor camp in Gignac on March 21. Jacob returned to Florac on April 17, and teacher Simone Serriere hid Jacob and Sonia in her schoolhouse in Montmejean. After they were discovered by townspeople, Sonia’s cousins, Boris and Paulette, brought them forged identity papers, and they all returned to Paris in September. Jacob and Sonia were given refuge by Paulette’s mother, until Paris was liberated in late August 1944. The majority of Jacob’s family survived, though his Latvian relatives and his sister, Sina Ida, were murdered during the Holocaust.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Peter Garik and Katherine Greenblatt
Legal Status: Permanent Collection
Provenance: Peter Garik and Katherine Greenblatt
Contributor: Artist:
    Jacob J. Barosin
        Subject:
    Jacob J. Barosin",https://www.ushmm.org/media/emu/get?irn=524739&mm_irn=29949&file=primary,irn524739,Unknown,"depicts 
            1940 June-1943 September",1943,Unknown,Peter Garik and Katherine Greenblatt,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn524739,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Unknown,Unknown,Unknown
Arie Singer,"Watercolor by Arie (Aryeh) Singer depicting a round-up of Jews on Yom Kippur. On the left is a cross section of a house: the lower room shows Arie as a small boy hiding under a table as his aunt and uncle talk with 2 soldiers; in the room above a family prepares for Shabbat dinner. On the landing outside is a crowd of people under thr eatch of a Lithuanian soldeir. It is from a series created from 1985-2000 based upon memories and events from his youth in Vilna and the Glembokie ghetto in Poland and with the partisans in the forests northeast of Vilna, Poland(Vilnius, Lithuania), and in Belarus from 1943-1944. After the Soviet occupation of Vilna in late 1939, nine year old Arie and his family fled to Glembokie (Hlybokaye, Belarus). When Germany invaded Russia in June 1941, the area was assaulted by German mobile killing units, who with the help of the local populace, murdered thousands of Jews. Arie and his mother were forced into the Jewish ghetto. His father, Zvi, age 38, was killed in the massacres at Ponary in 1941. As the pogroms continued into the spring of 1943,  Arie and his mother, Chaya, age 35, escaped the ghetto, which was being destroyed by the Germans. They went into hiding in the Nievier Forest near Vilna, where they engaged in partisan activities. The area was liberated by the Red Army in July 1944. After some years in a displaced persons camps, Arie and Chaya emigrated to Israel in the late 1940s. Colonel Singer began creating this series of paintings about his Holocaust experiences in the mid 1980s as rehabilitation following a stroke in 1975.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Arie Singer
Legal Status: Permanent Collection
Provenance: Arie Singer
Contributor: Subject:
    Arie Singer
        Artist:
    Arie Singer",https://www.ushmm.org/media/emu/get?irn=523781&mm_irn=25620&file=primary,irn523781,Unknown,"created 
            1985-2000
            
                    depicts 
            1941 September 25","1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000",Unknown,Arie Singer,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn523781,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Watercolor,Sabbath Yom Kippur ~500 died : Evening Nobody Slept,Unknown,Unknown
Hannah Messinger,"One of a series of pencil drawings created around 1970 by Hannah Messinger based upon her experiences as an inmate in several concentration and labor camps from 1941-1945. It depicts a woman with two emaciated children: one resting on her shoulder and a young girl reaching for her. In December 1941, Hannah, her husband Karel Kohorn, and her family were deported from German-occupied Prague to Theresienstadt labor camp. Hannah had an abortion to avoid deportation to Poland. In September 1944, they were deported to Auschwitz-Birkenau concentration camp. That January, Hannah was transferred to Sackisch and then Merzdorf forced labor camps. On May 8, 1945, the Soviet Army liberated the camp. Hannah walked to the Czechoslovak border where she collapsed; her friends took her to a hospital where she was placed in a crib because she only weighed 70 pounds and they thought she was a child. Upon her release, she returned to Prague and learned that all her family members were murdered. Hannah emigrated to the United States on December 21, 1946.","Conditions on Use: Restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Hannah Messinger
Legal Status: Permanent Collection
Provenance: Hannah Messinger
Contributor: Artist:
    Hannah Messinger
        Subject:
    Hannah Messinger",https://www.ushmm.org/media/emu/get?irn=43426&mm_irn=50586&file=primary,irn43426,Unknown,"depicts 
            1941-1945
            
                    created 
            approximately 1970",1970,Unknown,Hannah Messinger,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn43426,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Young Girl Reaching,Unknown,Unknown
Lili Andrieux,"Drawing of a street scene by Lili Andrieux, a German Jewish internee at Hotel Terminus du Port, Marseille, France. Lili created over 100 detailed drawings of people and daily life in the internment camps where she was held from May 1940 - September 1942 in France. Alençon was a collection center for transport to Camp de Gurs in Vichy France. After surrendering to Nazi Germany in June 1940, France was divided into two zones: a German military occupation zone and Free France under the Vichy regime. Gurs, built in spring 1939 to hold refugees from Spain, became an internment center for Jewish refugees. Lili, originally from Berlin, moved to Paris in 1938. She was taken to Alençon in May 1940 and reached Gurs on June 4. From March 1941-September 1942, she was held in the Hotel Terminus in Marseilles waiting for a visa. She was then sent to Les Milles internment camp where she became ill with typhus. When she recovered, she escaped and, with the help of the resistance, lived in hiding until fall 1944, when the war ended in France. Lili was a translator for the US Army and US Graves Registration Command until immigrating to America in September 1946.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection
Legal Status: Permanent Collection
Provenance: Unknown
Contributor: Artist:
    Lili Andrieux
    Lili Andrieux",https://www.ushmm.org/media/emu/get?irn=160&mm_irn=50530&file=primary,irn160,Unknown,"created 
            1941",1941,Unknown,Lili Andrieux,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn160,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Wove paper,Drawn,Sainte Marthe,Unknown,Unknown
Luba Gurdus,"Drawing created by Luba Krugman Gurdus, 1941","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Luba Krugman Gurdus
Legal Status: Permanent Collection
Provenance: Luba Krugman Gurdus
Contributor: Artist:
    Luba Gurdus",https://www.ushmm.org/media/emu/get?irn=9959&mm_irn=39686&file=primary,irn9959,Unknown,1941,1941,Unknown,Luba Krugman Gurdus,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn9959,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,Night Club in the Ghetto,Unknown,Unknown
William Sharp,"Created by William Sharp, circa 1930-1945.","Conditions on Use: No restrictions on use
Conditions on Access: No restrictions on access
Credit Line: United States Holocaust Memorial Museum Collection, Gift of Mrs. William Sharp
Legal Status: Permanent Collection
Provenance: Ruth Sharp
Contributor: Artist:
    William Sharp",https://www.ushmm.org/media/emu/get?irn=9631&mm_irn=47736&file=primary,irn9631,Unknown,"created 
            approximately 1930-1945","1930, 1931, 1932, 1933, 1934, 1935, 1936, 1937, 1938, 1939, 1940, 1941, 1942, 1943, 1944, 1945",Unknown,Ruth Sharp,Unknown,Unknown,https://collections.ushmm.org/search/catalog/irn9631,Unknown,Unknown,Unknown,Unknown,Unknown,United States Holocaust Memorial Museum,Paper,Drawn,The RAF Nightmare--The Black Hornet,Unknown,Unknown
